1343A,112.8908,28.1308
1344A,112.9581,28.3611
1345A,113.2347,23.1423
1346A,113.2612,23.105
1348A,113.3478,23.0916
1349A,113.4332,23.1047
1350A,113.3505,22.9483
1351A,113.2146,23.3916
1352A,113.2597,23.1331
1353A,113.5618,23.312
1354A,113.2765,23.1544
1355A,113.443,23.3035
1356A,114.1063,22.5545
1357A,114.117,22.5625
1358A,113.987,22.5417
1359A,113.9181,22.5171
1360A,114.2458,22.5689
1361A,114.2283,22.7244
1363A,114.494,22.5422
1364A,114.41,22.6342
1365A,114.297,22.5978
1366A,114.0678,22.738
1367A,113.5814,22.2618
1368A,113.4881,22.2335
1369A,113.628,22.4251
1370A,113.299,22.2281
1371A,113.1294,23.0067
1372A,113.1083,23.0478
1373A,113.144,23.0453
1374A,113.2881,22.8094
1376A,112.8383,22.8678
1377A,112.8836,23.1588
1378A,112.867,23.185
1379A,113.3769,22.5211
1380A,113.3881,22.5497
1381A,113.4075,22.5111
1382A,113.4411,22.4853
1383A,113.1064,22.6058
1384A,113.0731,22.5835
1385A,113.0219,22.5311
1386A,113.0828,22.5947
1389A,113.7547,23.0494
1390A,113.7944,23.0128
1391A,113.7383,22.9658
1392A,114.4183,23.0528
1393A,114.4053,23.0822
1394A,114.4103,23.1142
1395A,114.4645,22.7833
1396A,114.5317,22.7422
1398A,112.4645,23.0475
1399A,112.5544,23.1522
1400A,112.4753,23.1
1401A,108.3103,22.7881
1402A,108.3141,22.8528
1403A,108.3206,22.8225
1404A,108.3829,22.8037
1405A,108.4394,22.7904
1406A,108.2397,22.8467
1407A,108.3275,22.735
1408A,108.2257,22.7757
1409A,110.576,19.9507
1410A,110.3232,20.0574
1411A,110.283,20.0053
1412A,110.338,19.9969
1413A,110.33,20.0356
1414A,106.3787,29.8279
1416A,106.4213,29.8253
1417A,106.6263,29.7228
1418A,106.2953,29.5983
1419A,106.5777,29.5102
1420A,106.6556,29.6277
1421A,106.6349,29.4906
1422A,106.3754,29.4572
1425A,106.6205,29.7166
1426A,106.4782,29.4875
1427A,106.5616,29.6453
1428A,106.4522,29.7091
1429A,106.5093,29.3917
1431A,103.9728,30.7236
1432A,104.1419,30.6764
1433A,104.0594,30.5767
1434A,104.1122,30.6306
1437A,104.0431,30.6556
1438A,103.6202,31.0201
1439A,106.6899,26.5998
1440A,106.6971,26.5694
1441A,106.6243,26.6266
1442A,106.7487,26.6343
1443A,106.6555,26.4365
1444A,106.694,26.5161
1445A,106.7109,26.6027
1446A,106.7164,26.5699
1447A,106.674,26.5424
1450A,102.8204,24.8886
1451A,102.6251,24.9608
1452A,102.7252,25.0902
1453A,102.7266,25.0375
1454A,102.6742,25.0669
1455A,102.6644,25.0401
1456A,91.1319,29.6514
1457A,91.1221,29.6747
1458A,91.0874,29.6475
1459A,91.1774,29.6541
1460A,90.9798,29.6588
1461A,91.0834,29.6292
1462A,108.882,34.2749
1463A,108.993,34.2629
1464A,109.06,34.2572
1465A,108.9356,34.2173
1466A,108.954,34.2713
1467A,108.8922,34.2322
1468A,108.935,34.3474
1469A,108.906,34.1546
1471A,109.2186,34.3731
1472A,108.869,34.378
1473A,108.985,34.1978
1474A,109.051,34.3213
1476A,103.631,36.1031
1478A,103.8412,36.0726
1479A,103.831,36.0464
1483A,101.524,36.6867
1484A,105.9512,38.6016
1488A,106.2328,38.4975
1489A,106.1358,38.5036
1490A,87.5801,43.8303
1491A,87.6046,43.768
1492A,87.4754,43.9469
1493A,87.5525,43.8711
1494A,87.6432,43.831
1496A,87.7216,44.1747
1508A,112.9433,27.8614
1511A,112.9118,27.8403
1512A,112.8937,27.8728
1513A,112.9227,27.8159
1514A,112.9074,27.9119
1515A,113.135,27.8244
1518A,113.095,27.8867
1519A,113.167,27.8667
1520A,113.143,27.8381
1524A,113.13,27.8528
1552A,106.805,26.3003
1559A,113.251,27.8336
1562A,113.0048,27.9153
1564A,112.4876,27.9164
1585A,109.8756,40.6532
1587A,109.9991,40.5842
1588A,109.8538,40.6821
1589A,109.8642,40.6288
1590A,110.0377,40.5546
1591A,110.0023,39.8129
1592A,109.9486,39.8261
1593A,109.7736,39.5986
1594A,109.8119,39.5989
1595A,109.9734,39.7884
1597A,122.2703,40.7094
1598A,122.215,40.6511
1600A,124.3303,40.0625
1601A,124.4256,40.1503
1602A,124.3933,40.1461
1603A,124.3633,40.1092
1604A,122.0303,41.1489
1605A,122.0485,41.0883
1606A,121.8297,41.1028
1607A,120.9092,40.7136
1608A,120.8392,40.7514
1609A,120.8341,40.7073
1610A,120.8695,40.7677
1611A,118.5819,24.9117
1612A,118.5972,24.8978
1613A,118.6663,24.9424
1614A,118.6117,24.9604
1616A,117.6795,36.229
1618A,118.3429,35.0532
1619A,118.295,35.0583
1620A,118.2794,34.9976
1621A,118.3956,35.0888
1622A,116.3032,37.4674
1624A,116.2991,37.4451
1625A,115.9848,36.4372
1628A,118.0062,37.3803
1629A,118.0018,37.3617
1630A,117.9776,37.393
1631A,118.0414,36.8103
1633A,117.8525,36.4847
1634A,117.9592,36.6331
1635A,118.3092,36.8194
1637A,117.558,34.8438
1638A,117.2852,34.7837
1639A,117.5852,34.7745
1640A,117.7276,34.5578
1641A,117.4518,35.0992
1642A,121.2514,37.5639
1643A,121.3719,37.5433
1644A,121.3181,37.5436
1645A,121.4478,37.4822
1646A,121.2611,37.4967
1650A,119.1437,36.7023
1653A,116.6251,35.4302
1655A,116.5491,35.4042
1656A,117.1437,36.1937
1657A,117.0885,36.2017
1658A,117.1089,36.1758
1659A,119.471,35.4209
1660A,119.523,35.4216
1661A,119.5587,35.4044
1662A,122.1214,37.4236
1663A,122.0508,37.5236
1664A,122.1067,37.5072
1666A,118.6614,37.4309
1669A,113.5824,24.7733
1671A,113.5917,24.7972
1672A,113.6735,24.7791
1673A,113.5971,24.6863
1674A,116.6794,23.3667
1675A,116.7244,23.3633
1676A,116.7258,23.2775
1677A,116.7519,23.4714
1678A,116.6092,23.2539
1680A,110.3539,21.2706
1681A,110.3928,21.2228
1682A,110.4019,21.1997
1683A,110.4111,21.2028
1684A,110.3316,21.2679
1685A,110.4558,21.2567
1686A,111.0286,21.4688
1687A,110.9294,21.6533
1688A,110.9107,21.6687
1689A,110.8592,21.6828
1690A,116.1231,24.3284
1691A,116.0797,24.2719
1692A,116.1248,24.2654
1693A,115.3653,22.775
1694A,115.3706,22.7898
1695A,115.3622,22.7925
1696A,114.6778,23.7569
1697A,114.6944,23.7586
1698A,114.6892,23.7233
1699A,111.9797,21.8593
1701A,111.9491,21.8658
1702A,113.0426,23.691
1703A,113.0208,23.7106
1705A,116.6367,23.6719
1706A,116.6447,23.6706
1708A,116.3701,23.5345
1709A,116.3264,23.5443
1710A,116.3611,23.5626
1711A,116.4151,23.5294
1714A,112.0539,22.9539
1715A,102.575,24.3711
1718A,115.4208,35.2464
1719A,115.4747,35.2375
1721A,113.3819,40.1097
1723A,113.2994,40.0758
1724A,113.3444,40.0917
1725A,113.2661,40.1269
1726A,113.2711,40.0844
1727A,113.1147,36.1547
1728A,113.1031,36.1989
1730A,113.0886,36.2125
1731A,113.0844,36.1856
1733A,111.5531,36.0783
1734A,111.5028,36.0714
1736A,111.5018,36.0855
1738A,113.5758,37.8572
1739A,113.4894,37.8731
1740A,113.5819,37.8486
1742A,113.5614,37.8703
1743A,113.5158,37.8392
1744A,118.9233,42.2816
1745A,118.9576,42.2728
1746A,118.8788,42.2554
1748A,123.044,41.1196
1749A,123.011,41.0931
1750A,123.0485,41.1442
1751A,122.9642,41.0971
1752A,122.9341,41.0833
1753A,123.022,41.0821
1754A,123.1289,41.0228
1755A,123.7977,41.8491
1756A,123.9161,41.8822
1757A,124.0436,41.8611
1758A,123.9247,41.8642
1759A,124.0972,41.8961
1760A,123.7086,41.8391
1761A,123.8275,41.3064
1762A,123.7567,41.3325
1763A,123.7169,41.3094
1764A,123.7669,41.2864
1765A,123.7992,41.2664
1766A,123.8142,41.3472
1767A,121.1115,41.0879
1768A,121.0533,40.8434
1769A,121.1836,41.1119
1770A,121.1178,41.1222
1771A,121.1303,41.1386
1772A,126.54,43.8622
1773A,126.5844,43.8358
1774A,126.5052,43.8245
1775A,126.6133,43.8972
1776A,126.555,43.8306
1778A,126.7061,43.7133
1779A,123.9305,47.3636
1780A,123.9488,47.3386
1781A,123.9483,47.3227
1783A,123.945,47.2988
1784A,129.61,44.561
1785A,129.6115,44.5782
1787A,129.6364,44.6075
1788A,129.6386,44.5462
1789A,124.81117,46.03138
1790A,125.129,46.533
1791A,124.902,46.408
1792A,125.153,46.586
1793A,124.9042,46.6215
1794A,118.3606,31.3519
1795A,118.3714,31.4134
1796A,118.3673,31.3131
1798A,118.5092,31.6837
1799A,118.5024,31.6449
1800A,118.5228,31.7231
1802A,118.6245,31.7241
1803A,115.9872,29.6815
1804A,115.9584,29.7046
1805A,115.9877,29.7295
1806A,116.0172,29.6547
1808A,115.9114,29.6038
1809A,116.0721,29.7535
1810A,115.9773,29.5698
1812A,112.3931,34.6516
1814A,112.4657,34.6871
1815A,112.494,34.6886
1816A,112.3844,34.623
1817A,112.4267,34.6258
1818A,114.4839,36.0621
1819A,114.3551,36.1017
1820A,114.361,36.0681
1824A,114.3389,34.7781
1826A,114.2885,34.7965
1828A,113.2269,35.2127
1829A,113.2467,35.176
1830A,113.1987,35.2703
1832A,113.3257,33.742
1833A,113.2919,33.737
1835A,111.1922,34.7752
1836A,111.1587,34.7942
1838A,111.143,34.7955
1840A,111.2992,30.6981
1841A,111.3549,30.6465
1842A,111.2628,30.6961
1843A,111.3275,30.7819
1844A,112.2494,30.3197
1845A,112.2008,30.3544
1847A,113.1094,29.3578
1848A,113.1493,29.4251
1849A,113.1497,29.3575
1850A,113.2621,29.4758
1851A,112.9943,29.4402
1852A,113.2117,29.355
1854A,111.6975,28.9703
1857A,111.7158,29.1456
1858A,110.5319,29.1217
1859A,110.4697,29.1242
1860A,110.5594,29.3547
1861A,110.4417,29.315
1862A,110.4144,25.3167
1863A,110.2819,25.2697
1864A,110.3089,25.2708
1865A,110.2869,25.2178
1866A,109.2262,21.588
1867A,109.1436,21.4086
1868A,109.0981,21.4661
1869A,109.1778,21.5233
1870A,109.4856,24.3895
1871A,109.4157,24.3277
1873A,109.4311,24.2921
1874A,109.4006,24.3631
1875A,109.4958,24.3134
1876A,109.5078,18.2489
1877A,109.4964,18.2681
1878A,104.7778,31.4741
1879A,104.7563,31.4535
1880A,104.6697,31.4668
1881A,104.7287,31.5075
1882A,104.563,28.793
1883A,104.6201,28.7728
1884A,104.6055,28.793
1885A,104.639,28.7562
1886A,104.5742,28.7199
1888A,101.6891,26.571
1889A,101.5769,26.5928
1890A,101.7169,26.585
1891A,101.7369,26.5008
1893A,105.4324,28.9634
1894A,105.4427,28.9063
1895A,105.4241,28.8573
1896A,105.4379,28.8833
1901A,104.4239,31.1208
1902A,104.3826,31.1317
1904A,104.3553,31.1091
1905A,106.056,30.8064
1906A,106.0789,30.8023
1907A,106.1031,30.8217
1908A,106.1064,30.7856
1909A,106.0642,30.7636
1910A,106.1087,30.8388
1911A,106.9222,27.6869
1912A,106.9242,27.7019
1913A,106.8906,27.6486
1914A,106.9231,27.6506
1915A,106.9178,27.72
1916A,103.7897,25.5035
1917A,103.8,25.5364
1918A,108.7197,34.3956
1919A,108.673,34.3155
1920A,108.7233,34.3617
1922A,109.0656,35.0994
1923A,109.0697,35.0697
1924A,108.9344,34.9058
1926A,109.4131,36.6275
1927A,109.4761,36.6028
1929A,109.5056,36.6106
1930A,107.185,34.3063
1931A,107.0708,34.3017
1932A,107.1906,34.3672
1933A,107.1431,34.3547
1934A,107.1186,34.3739
1935A,107.3906,34.3528
1936A,107.2058,34.3497
1937A,107.2386,34.3622
1938A,109.5293,34.5101
1939A,109.4974,34.4877
1940A,109.4636,34.493
1941A,109.4259,34.5023
1943A,102.1725,38.5339
1944A,102.1692,38.5167
1945A,98.2908,39.7711
1947A,106.3394,38.817
1948A,106.3668,39.0145
1949A,106.7704,39.2282
1950A,106.7099,39.1325
1951A,84.895,45.6094
1952A,84.8988,45.5893
1954A,84.905,44.3396
1955A,85.6979,46.098
1956A,86.1472,41.7538
1957A,86.1972,41.7166
1958A,86.2357,41.7173
1961A,117.532,36.6868
1966A,120.0405,35.8735
1982A,122.0693,37.2174
2031A,113.1817,27.9958
2054A,114.1099,32.1059
2064A,113.9956,32.1271
2065A,114.0775,32.1195
2066A,114.0609,32.1399
2067A,114.6613,33.6128
2068A,114.6758,33.6347
2069A,114.6546,33.5979
2070A,114.6369,33.6406
2075A,117.6336,24.4674
2160A,112.85,35.5051
2161A,112.8318,35.4936
2162A,112.8508,35.4887
2163A,112.8676,35.4897
2165A,112.8453,35.546
2166A,112.4397,39.3522
2167A,112.4575,39.3617
2168A,112.4258,39.3197
2169A,112.4072,39.3278
2170A,112.4272,39.3681
2171A,112.7532,37.6945
2173A,112.7249,37.7067
2174A,112.6991,37.6982
2175A,110.9956,35.0147
2178A,110.9686,35.0303
2179A,111.0414,35.1147
2181A,112.7383,38.4519
2182A,112.7003,38.4928
2183A,111.1406,37.5211
2185A,111.1297,37.5136
2187A,106.8174,39.6973
2188A,106.7907,39.6667
2191A,122.2532,43.6801
2192A,119.7594,49.2261
2195A,107.4212,40.761
2196A,107.37,40.7372
2197A,113.1306,40.9923
2200A,122.0392,46.0656
2201A,121.9504,46.0741
2202A,116.1042,43.9317
2203A,116.0781,43.9311
2204A,105.6467,38.8363
2205A,105.6985,38.8411
2206A,105.724,38.8516
2207A,121.6094,41.998
2208A,121.6697,42.0279
2209A,121.6673,42.0705
2210A,121.6717,42.0224
2211A,121.6506,42.0498
2212A,123.2,41.1953
2213A,123.1683,41.2495
2214A,123.2354,41.2639
2215A,123.149,41.2991
2216A,123.8139,42.3022
2217A,123.8649,42.2923
2218A,123.8486,42.2867
2219A,123.7153,42.2217
2220A,120.4318,41.5881
2221A,120.4521,41.5646
2222A,120.4176,41.5648
2223A,120.3806,41.5969
2225A,124.4002,43.1713
2226A,124.388,43.193
2227A,125.1358,42.8845
2229A,125.9358,41.7173
2230A,125.9446,41.7325
2231A,126.4219,41.9171
2232A,126.4077,41.9419
2233A,124.8006,45.1214
2234A,124.7965,45.1722
2235A,122.7911,45.6077
2236A,122.8738,45.5725
2237A,129.47,42.8883
2238A,129.5055,42.9108
2239A,129.3964,42.8881
2240A,130.9762,45.3001
2243A,130.9429,45.3039
2244A,130.2537,47.3416
2245A,130.2684,47.3086
2246A,130.3114,47.3388
2247A,130.1097,47.3382
2248A,131.1511,46.6937
2249A,131.1652,46.6191
2250A,131.1524,46.6554
2251A,131.12,46.5656
2252A,128.5159,47.4311
2253A,128.9102,47.7412
2254A,129.5029,48.471
2255A,130.2751,46.8028
2256A,130.3995,46.8307
2257A,130.3258,46.7975
2258A,130.3648,46.8032
2259A,130.3794,46.7588
2262A,131.0518,45.8751
2263A,127.4833,50.2524
2264A,127.5144,50.2341
2265A,127.5291,50.2472
2266A,126.9785,46.6365
2267A,126.964,46.6528
2269A,124.1069,50.4097
2270A,117.396,32.939
2271A,117.3605,32.9427
2273A,117.4185,32.8911
2274A,117.3533,32.9673
2275A,117.3145,32.8977
2277A,116.8305,32.7727
2278A,117.0067,32.6524
2279A,116.8569,32.5951
2280A,116.8281,32.633
2281A,116.6325,32.6201
2282A,116.8004,33.975
2283A,116.8091,33.9007
2284A,116.7856,33.9477
2285A,117.8177,30.9412
2286A,117.8059,30.9273
2287A,117.7807,30.9413
2288A,117.7439,30.8792
2289A,117.846,30.9413
2290A,117.8483,30.97
2291A,117.0809,30.5177
2292A,117.0331,30.5119
2294A,116.9896,30.6145
2295A,118.2903,29.6963
2296A,118.327,29.7178
2297A,118.1371,30.2756
2298A,118.3093,32.3153
2299A,118.3244,32.2786
2301A,115.8277,32.8929
2303A,115.8554,32.8605
2307A,116.5079,31.737
2308A,116.4738,31.7643
2309A,116.4996,31.7905
2310A,116.5567,31.7886
2311A,115.8072,33.8399
2312A,115.7789,33.8518
2314A,117.47,30.6618
2316A,118.7581,30.9454
2317A,118.7385,30.9743
2318A,118.7173,30.9427
2319A,119.0141,25.4325
2320A,119.0015,25.4553
2321A,119.1119,25.4561
2322A,119.1013,25.3215
2323A,118.981,25.4792
2324A,117.6211,26.2625
2325A,117.635,26.2714
2326A,117.6028,26.2378
2327A,117.7275,26.3108
2331A,118.0966,26.6761
2332A,118.1681,26.6369
2333A,118.1825,26.6489
2334A,118.1756,26.6272
2335A,117.0189,25.1181
2336A,117.0217,25.1033
2338A,117.0196,25.0306
2339A,119.5001,26.6946
2341A,119.5388,26.6612
2342A,117.3102,29.3867
2343A,117.2117,29.2933
2344A,117.1894,29.2789
2345A,117.1547,29.2617
2346A,117.2461,29.2956
2347A,114.0997,27.5002
2348A,113.8385,27.6434
2349A,113.8493,27.6253
2350A,113.8676,27.6435
2351A,113.866,27.6198
2352A,115.0861,27.9317
2353A,114.9886,27.8431
2354A,114.9231,27.8246
2355A,114.9308,27.8036
2357A,116.9822,28.1136
2358A,117.0564,28.2642
2359A,117.0311,28.2475
2360A,117.0222,28.2264
2361A,117.0017,28.2131
2362A,114.9017,25.9149
2363A,114.9367,25.8664
2364A,114.9461,25.8481
2365A,114.9322,25.8333
2366A,114.8905,25.8471
2367A,114.9754,27.0803
2368A,114.9658,27.0999
2369A,114.99,27.1312
2370A,115.0093,27.0968
2371A,114.3408,27.8064
2373A,114.3956,27.7844
2374A,114.3703,27.7914
2375A,114.4013,27.8074
2376A,116.2127,28.0814
2377A,116.3544,27.9831
2378A,116.3565,27.963
2379A,116.3564,28.0007
2380A,116.385,27.9647
2381A,118.005,28.4572
2382A,117.9756,28.4436
2383A,117.9519,28.4628
2385A,114.17,35.9019
2386A,114.2956,35.7511
2387A,114.2878,35.7306
2389A,113.836,35.311
2390A,113.884,35.272
2391A,113.883,35.303
2392A,115.0312,35.7636
2394A,115.0574,35.7609
2395A,115.0866,35.7754
2396A,113.8276,34.0159
2398A,113.7906,33.9953
2399A,114.051,33.5699
2400A,114.0055,33.5698
2401A,114.0138,33.5828
2402A,114.0261,33.5698
2403A,112.5192,32.9917
2404A,112.5339,33.0086
2405A,112.5003,32.9735
2406A,112.5779,33.0144
2407A,112.548,32.9692
2408A,115.6702,34.4285
2409A,115.6458,34.4045
2410A,115.6293,34.3948
2420A,114.0189,32.9656
2421A,114.0114,33.015
2422A,113.9976,32.9771
2423A,115.0601,30.2313
2424A,115.0817,30.2006
2426A,114.8988,30.2019
2427A,115.0307,30.2092
2428A,111.0419,32.395
2429A,110.78,32.6494
2430A,110.7258,32.6389
2431A,110.8839,32.5714
2432A,112.155,32.0197
2433A,112.1392,32.0564
2434A,112.1825,32.1142
2435A,112.2106,32.0903
2436A,114.8938,30.3994
2437A,114.8989,30.3714
2439A,112.2014,31.0481
2440A,112.1969,30.9891
2441A,112.2213,31.0386
2443A,113.9153,30.9285
2444A,113.942,30.9075
2446A,114.9028,30.4742
2447A,114.3175,29.8142
2449A,114.2936,29.8566
2451A,113.3583,31.7275
2452A,113.3833,31.6908
2453A,113.3983,31.7308
2454A,109.4978,30.2981
2455A,109.4707,30.2798
2456A,112.5003,26.9167
2457A,112.6194,26.9258
2459A,112.6197,26.8733
2460A,112.6006,26.8919
2462A,111.5239,27.3033
2463A,111.4733,27.2317
2464A,111.5283,27.2442
2465A,111.4503,27.2537
2466A,111.4328,27.2272
2467A,112.4067,28.6428
2468A,112.3458,28.5808
2469A,112.3437,28.5531
2470A,112.3347,28.6047
2471A,112.3744,28.5819
2472A,113.0073,25.9061
2473A,113.0116,25.8226
2474A,113.0161,25.8001
2475A,113.0383,25.8071
2476A,113.0348,25.7759
2477A,111.6217,26.2081
2478A,111.6156,26.4214
2479A,111.6236,26.2331
2480A,111.5992,26.4364
2481A,111.5989,26.4519
2482A,109.5981,27.5721
2483A,109.9453,27.5444
2484A,109.9781,27.5342
2485A,109.9972,27.5578
2486A,110.0394,27.583
2487A,111.9589,27.8901
2488A,111.9975,27.725
2489A,112.0194,27.7314
2490A,111.9561,27.7569
2491A,111.9892,27.7044
2492A,109.6414,28.2558
2493A,109.7325,28.3169
2494A,109.6958,28.2675
