s_id,loc_name,city,lon,lat,value
1697A,东埔,河源,114.6944,23.7586,15.0
1698A,老城,河源,114.6892,23.7233,17.0
1699A,鸳鸯湖(对照点),阳江,111.9797,21.8593,18.0
1701A,马南垌,阳江,111.9491,21.8658,16.0
1702A,环保大楼(对照点),清远,113.0426,23.691,51.0
1703A,凤城街办,清远,113.0208,23.7106,45.0
1705A,西园路(对照点),潮州,116.6367,23.6719,28.0
1706A,档案局,潮州,116.6447,23.6706,29.0
1708A,新兴,揭阳,116.3701,23.5345,31.0
1709A,西马,揭阳,116.3264,23.5443,30.0
1710A,东兴,揭阳,116.3611,23.5626,25.0
1711A,渔湖,揭阳,116.4151,23.5294,25.0
1714A,牧羊,云浮,112.0539,22.9539,22.0
1715A,东风水库,玉溪,102.575,24.3711,18.0
1718A,气象局,菏泽,115.4208,35.2464,25.0
1719A,市政协,菏泽,115.4747,35.2375,23.0
1721A,果树场(对照点),大同,113.3819,40.1097,20.0
1723A,云冈宾馆,大同,113.2994,40.0758,40.0
1724A,大同大学,大同,113.3444,40.0917,17.0
1725A,安家小村,大同,113.2661,40.1269,20.0
1726A,教育学院,大同,113.2711,40.0844,16.0
1727A,清华站,长治,113.1147,36.1547,12.0
1728A,监测站,长治,113.1031,36.1989,17.0
1730A,审计局,长治,113.0886,36.2125,12.0
1731A,长治八中,长治,113.0844,36.1856,11.0
1733A,临钢医院,临汾,111.5531,36.0783,21.0
1734A,技工学校,临汾,111.5028,36.0714,35.0
1736A,市委,临汾,111.5018,36.0855,33.0
1738A,市中心,阳泉,113.5758,37.8572,35.0
1739A,赛鱼,阳泉,113.4894,37.8731,30.0
1740A,南庄,阳泉,113.5819,37.8486,36.0
1742A,平坦,阳泉,113.5614,37.8703,31.0
1743A,大阳泉,阳泉,113.5158,37.8392,28.0
1744A,松山一中,赤峰,118.9233,42.2816,25.0
1745A,哈达街,赤峰,118.9576,42.2728,21.0
1746A,天义路,赤峰,118.8788,42.2554,12.0
1748A,深沟寺,鞍山,123.044,41.1196,28.0
1749A,太阳城,鞍山,123.011,41.0931,28.0
1750A,太平,鞍山,123.0485,41.1442,29.0
1751A,铁西三道街,鞍山,122.9642,41.0971,40.0
1752A,铁西工业园区,鞍山,122.9341,41.0833,38.0
1753A,明达新区,鞍山,123.022,41.0821,29.0
1754A,千山(对照点),鞍山,123.1289,41.0228,22.0
1755A,望花区,抚顺,123.7977,41.8491,36.0
1756A,顺城区,抚顺,123.9161,41.8822,30.0
1757A,东洲区,抚顺,124.0436,41.8611,27.0
1758A,新抚区,抚顺,123.9247,41.8642,25.0
1759A,大伙房水库,抚顺,124.0972,41.8961,23.0
1760A,沈抚新城,抚顺,123.7086,41.8391,33.0
1761A,大峪,本溪,123.8275,41.3064,26.0
1762A,溪湖,本溪,123.7567,41.3325,26.0
1763A,彩屯,本溪,123.7169,41.3094,48.0
1764A,东明,本溪,123.7669,41.2864,22.0
1765A,新立屯,本溪,123.7992,41.2664,26.0
1766A,威宁,本溪,123.8142,41.3472,22.0
1767A,南山,锦州,121.1115,41.0879,34.0
1768A,开发区,锦州,121.0533,40.8434,32.0
1769A,百股街道,锦州,121.1836,41.1119,40.0
1770A,天安街道,锦州,121.1178,41.1222,35.0
1771A,北湖公园,锦州,121.1303,41.1386,25.0
1772A,哈达湾,吉林,126.54,43.8622,17.0
1773A,东局子,吉林,126.5844,43.8358,22.0
1774A,电力学院,吉林,126.5052,43.8245,19.0
1775A,江北,吉林,126.6133,43.8972,20.0
1776A,江南公园,吉林,126.555,43.8306,18.0
1778A,丰满(对照点),吉林,126.7061,43.7133,16.0
1779A,安居小区,齐齐哈尔,123.9305,47.3636,23.0
1780A,中心广场,齐齐哈尔,123.9488,47.3386,13.0
1781A,农牧车辆厂,齐齐哈尔,123.9483,47.3227,24.0
1783A,市环境监测站,齐齐哈尔,123.945,47.2988,40.0
1784A,环保大楼,牡丹江,129.61,44.561,11.0
1785A,文化广场,牡丹江,129.6115,44.5782,16.0
1787A,机车工厂,牡丹江,129.6364,44.6075,22.0
1788A,第一中学,牡丹江,129.6386,44.5462,12.0
1789A,大同区,大庆,124.81117,46.03138,40.0
1790A,龙凤区,大庆,125.129,46.533,29.0
1791A,红岗区,大庆,124.902,46.408,18.0
1792A,萨尔图区,大庆,125.153,46.586,49.0
1793A,让胡路区,大庆,124.9042,46.6215,33.0
1794A,监测站,芜湖,118.3606,31.3519,48.0
1795A,科创中心,芜湖,118.3714,31.4134,57.0
1796A,四水厂,芜湖,118.3673,31.3131,44.0
1798A,湖东路四小,马鞍山,118.5092,31.6837,56.0
1799A,开发区,马鞍山,118.5024,31.6449,56.0
1800A,慈湖,马鞍山,118.5228,31.7231,41.0
1802A,濮塘(对照点),马鞍山,118.6245,31.7241,22.0
1803A,十里,九江,115.9872,29.6815,37.0
1804A,茅山头,九江,115.9584,29.7046,37.0
1805A,西园,九江,115.9877,29.7295,28.0
1806A,五七二七厂,九江,116.0172,29.6547,23.0
1808A,综合工业园,九江,115.9114,29.6038,34.0
1809A,石化总厂,九江,116.0721,29.7535,22.0
1810A,庐山气象台(对照点),九江,115.9773,29.5698,18.0
1812A,市委党校,洛阳,112.3931,34.6516,22.0
1814A,豫西宾馆,洛阳,112.4657,34.6871,21.0
1815A,河南林校,洛阳,112.494,34.6886,23.0
1816A,开发区管委会,洛阳,112.3844,34.623,27.0
1817A,市委新办公区,洛阳,112.4267,34.6258,22.0
1818A,棉研所(对照点),安阳,114.4839,36.0621,23.0
1819A,红庙街,安阳,114.3551,36.1017,19.0
1820A,银杏小区,安阳,114.361,36.0681,21.0
1824A,肿瘤医院,开封,114.3389,34.7781,22.0
1826A,世纪星幼儿园,开封,114.2885,34.7965,23.0
1828A,市环保局,焦作,113.2269,35.2127,19.0
1829A,高新区政府,焦作,113.2467,35.176,19.0
1830A,影视城(对照点),焦作,113.1987,35.2703,24.0
1832A,新华旅馆,平顶山,113.3257,33.742,34.0
1833A,规划设计院,平顶山,113.2919,33.737,25.0
1835A,市政府,三门峡,111.1922,34.7752,29.0
1836A,开发区,三门峡,111.1587,34.7942,25.0
1838A,风景区(对照点),三门峡,111.143,34.7955,14.0
1840A,白龙岗,宜昌,111.2992,30.6981,41.0
1841A,伍家岗,宜昌,111.3549,30.6465,46.0
1842A,点军区,宜昌,111.2628,30.6961,46.0
1843A,夷陵区,宜昌,111.3275,30.7819,17.0
1844A,市图书馆,荆州,112.2494,30.3197,34.0
1845A,市委党校,荆州,112.2008,30.3544,37.0
1847A,南湖风景区,岳阳,113.1094,29.3578,51.0
1848A,城陵矶,岳阳,113.1493,29.4251,29.0
1849A,开发区,岳阳,113.1497,29.3575,39.0
1850A,云溪区,岳阳,113.2621,29.4758,35.0
1851A,君山区,岳阳,112.9943,29.4402,30.0
1852A,金凤水库(对照点),岳阳,113.2117,29.355,37.0
1854A,市二中,常德,111.6975,28.9703,16.0
1857A,白鹤山(对照点),常德,111.7158,29.1456,59.0
1858A,永定新区,张家界,110.5319,29.1217,8.0
1859A,电业局,张家界,110.4697,29.1242,12.0
1860A,未央路,张家界,110.5594,29.3547,11.0
1861A,袁家界(对照点),张家界,110.4417,29.315,7.0
1862A,电子科大尧山校区(对照点),桂林,110.4144,25.3167,59.0
1863A,监测站,桂林,110.2819,25.2697,72.0
1864A,龙隐路小学,桂林,110.3089,25.2708,73.0
1865A,八中,桂林,110.2869,25.2178,78.0
1866A,牛尾岭水库(对照点),北海,109.2262,21.588,22.0
1867A,海滩公园,北海,109.1436,21.4086,15.0
1868A,新市环保局,北海,109.0981,21.4661,19.0
1869A,北海工业园,北海,109.1778,21.5233,22.0
1870A,柳东小学,柳州,109.4856,24.3895,74.0
1871A,环保监测站,柳州,109.4157,24.3277,56.0
1873A,市四中,柳州,109.4311,24.2921,60.0
1874A,市九中,柳州,109.4006,24.3631,65.0
1875A,古亭山,柳州,109.4958,24.3134,57.0
1876A,河东子站,三亚,109.5078,18.2489,11.0
1877A,河西子站,三亚,109.4964,18.2681,11.0
1878A,富乐山,绵阳,104.7778,31.4741,20.0
1879A,市人大,绵阳,104.7563,31.4535,26.0
1880A,高新区自来水公司,绵阳,104.6697,31.4668,33.0
1881A,三水厂,绵阳,104.7287,31.5075,47.0
1882A,石马中学(对照点),宜宾,104.563,28.793,13.0
1883A,市委,宜宾,104.6201,28.7728,19.0
1884A,宜宾四中,宜宾,104.6055,28.793,21.0
1885A,市政府,宜宾,104.639,28.7562,20.0
1886A,黄金嘴,宜宾,104.5742,28.7199,20.0
1888A,弄弄坪,攀枝花,101.6891,26.571,16.0
1889A,河门口,攀枝花,101.5769,26.5928,18.0
1890A,炳草岗,攀枝花,101.7169,26.585,14.0
1891A,仁和,攀枝花,101.7369,26.5008,16.0
1893A,九狮山(对照点),泸州,105.4324,28.9634,9.0
1894A,小市上码头,泸州,105.4427,28.9063,18.0
1895A,兰田宪桥,泸州,105.4241,28.8573,13.0
1896A,市环监站,泸州,105.4379,28.8833,10.0
1901A,东山公园,德阳,104.4239,31.1208,24.0
1902A,西小区,德阳,104.3826,31.1317,25.0
1904A,耐火材料厂,德阳,104.3553,31.1091,28.0
1905A,西山风景区(对照点),南充,106.056,30.8064,23.0
1906A,南充市委,南充,106.0789,30.8023,18.0
1907A,南充炼油厂,南充,106.1031,30.8217,27.0
1908A,高坪区监测站,南充,106.1064,30.7856,53.0
1909A,嘉陵区环保局,南充,106.0642,30.7636,29.0
1910A,市环境监测站,南充,106.1087,30.8388,28.0
1911A,丁字口,遵义,106.9222,27.6869,21.0
1912A,凤凰山,遵义,106.9242,27.7019,10.0
1913A,忠庄,遵义,106.8906,27.6486,17.0
1914A,舟水桥,遵义,106.9231,27.6506,20.0
1915A,干田坝,遵义,106.9178,27.72,16.0
1916A,环境监测站,曲靖,103.7897,25.5035,22.0
1917A,烟厂办公区,曲靖,103.8,25.5364,13.0
1918A,气象站(对照点),咸阳,108.7197,34.3956,39.0
1919A,实验中学,咸阳,108.673,34.3155,25.0
1920A,师范学院,咸阳,108.7233,34.3617,29.0
1922A,党校(对照点),铜川,109.0656,35.0994,16.0
1923A,王益区政府,铜川,109.0697,35.0697,18.0
1924A,新区管委会,铜川,108.9344,34.9058,16.0
1926A,枣园(对照点),延安,109.4131,36.6275,23.0
1927A,延大医附院,延安,109.4761,36.6028,24.0
1929A,百米大道,延安,109.5056,36.6106,23.0
1930A,庙沟村(对照点),宝鸡,107.185,34.3063,18.0
1931A,竹园沟,宝鸡,107.0708,34.3017,21.0
1932A,三陆医院,宝鸡,107.1906,34.3672,25.0
1933A,监测站,宝鸡,107.1431,34.3547,21.0
1934A,技工学校,宝鸡,107.1186,34.3739,26.0
1935A,陈仓区环保局家属楼,宝鸡,107.3906,34.3528,24.0
1936A,文理学院,宝鸡,107.2058,34.3497,28.0
1937A,三迪小学,宝鸡,107.2386,34.3622,28.0
1938A,农科所(对照点),渭南,109.5293,34.5101,27.0
1939A,日报社,渭南,109.4974,34.4877,24.0
1940A,体育馆,渭南,109.4636,34.493,20.0
1941A,高新一小,渭南,109.4259,34.5023,31.0
1943A,新川苑,金昌,102.1725,38.5339,17.0
1944A,天庆家园,金昌,102.1692,38.5167,18.0
1945A,气象局,嘉峪关,98.2908,39.7711,41.0
1947A,沙湖旅游区(对照点),石嘴山,106.3394,38.817,15.0
1948A,大武口朝阳西街,石嘴山,106.3668,39.0145,31.0
1949A,惠农南大街,石嘴山,106.7704,39.2282,17.0
1950A,红果子镇惠新街,石嘴山,106.7099,39.1325,32.0
1951A,长征新村,克拉玛依,84.895,45.6094,8.0
1952A,南林小区,克拉玛依,84.8988,45.5893,17.0
1954A,独山子区,克拉玛依,84.905,44.3396,18.0
1955A,乌尔禾区商贸楼,克拉玛依,85.6979,46.098,9.0
1956A,孔雀公园,巴音郭楞州,86.1472,41.7538,50.0
1957A,棉纺厂,巴音郭楞州,86.1972,41.7166,40.0
1958A,经济开发区,巴音郭楞州,86.2357,41.7173,56.0
1961A,东山小学,济南,117.532,36.6868,15.0
1966A,黄岛区4号,青岛,120.0405,35.8735,27.0
1982A,文登开发区,威海,122.0693,37.2174,22.0
2031A,云田中学,株洲,113.1817,27.9958,49.0
2054A,平桥分局,信阳,114.1099,32.1059,22.0
2064A,南湾水厂,信阳,113.9956,32.1271,19.0
2065A,市酿酒公司,信阳,114.0775,32.1195,22.0
2066A,审计局,信阳,114.0609,32.1399,24.0
2067A,市环境监测站,周口,114.6613,33.6128,31.0
2068A,周口师范,周口,114.6758,33.6347,27.0
2069A,市运管处,周口,114.6546,33.5979,34.0
2070A,川汇区环保局,周口,114.6369,33.6406,30.0
2075A,九湖(对照点),漳州,117.6336,24.4674,27.0
2160A,自来水公司,晋城,112.85,35.5051,27.0
2161A,白云商贸,晋城,112.8318,35.4936,17.0
2162A,市环保局,晋城,112.8508,35.4887,27.0
2163A,技术学院,晋城,112.8676,35.4897,17.0
2165A,白马寺 (对照点),晋城,112.8453,35.546,19.0
2166A,平朔,朔州,112.4397,39.3522,20.0
2167A,朔唯,朔州,112.4575,39.3617,27.0
2168A,区政府,朔州,112.4258,39.3197,22.0
2169A,市环保局,朔州,112.4072,39.3278,17.0
2170A,市二中,朔州,112.4272,39.3681,24.0
2171A,锦纶小区,晋中,112.7532,37.6945,22.0
2173A,南都小区,晋中,112.7249,37.7067,20.0
2174A,榆次区政府,晋中,112.6991,37.6982,22.0
2175A,运城中学,运城,110.9956,35.0147,19.0
2178A,地区技校,运城,110.9686,35.0303,20.0
2179A,空港新区,运城,111.0414,35.1147,24.0
2181A,开发区,忻州,112.7383,38.4519,24.0
2182A,会展中心,忻州,112.7003,38.4928,22.0
2183A,环保局,吕梁,111.1406,37.5211,15.0
2185A,自来水公司,吕梁,111.1297,37.5136,20.0
2187A,市林业局,乌海,106.8174,39.6973,34.0
2188A,中海勃湾学校,乌海,106.7907,39.6667,25.0
2191A,艺术职业学校,通辽,122.2532,43.6801,28.0
2192A,区环保局,呼伦贝尔,119.7594,49.2261,28.0
2195A,附二中,巴彦淖尔,107.4212,40.761,44.0
2196A,市环保大楼,巴彦淖尔,107.37,40.7372,43.0
2197A,集宁新区,乌兰察布,113.1306,40.9923,17.0
2200A,胜华新制药厂,兴安盟,122.0392,46.0656,42.0
2201A,科右前旗环保局,兴安盟,121.9504,46.0741,39.0
2202A,市环保监测站,锡林郭勒盟,116.1042,43.9317,4.0
2203A,市政府,锡林郭勒盟,116.0781,43.9311,8.0
2204A,西城区西花园(对照点),阿拉善盟,105.6467,38.8363,18.0
2205A,蒙二幼,阿拉善盟,105.6985,38.8411,24.0
2206A,环保局新楼,阿拉善盟,105.724,38.8516,20.0
2207A,工业园区,阜新,121.6094,41.998,52.0
2208A,长青街,阜新,121.6697,42.0279,32.0
2209A,农业园区,阜新,121.6673,42.0705,43.0
2210A,东苑,阜新,121.6717,42.0224,35.0
2211A,玉龙新城,阜新,121.6506,42.0498,48.0
2212A,宏伟区,辽阳,123.2,41.1953,28.0
2213A,新华园,辽阳,123.1683,41.2495,36.0
2214A,滨河路,辽阳,123.2354,41.2639,40.0
2215A,铁西工业园,辽阳,123.149,41.2991,58.0
2216A,汇工街西,铁岭,123.8139,42.3022,16.0
2217A,水上乐园,铁岭,123.8649,42.2923,23.0
2218A,银州路东段,铁岭,123.8486,42.2867,20.0
2219A,金沙江路北,铁岭,123.7153,42.2217,19.0
2220A,西梁,朝阳,120.4318,41.5881,28.0
2221A,河畔小区,朝阳,120.4521,41.5646,27.0
2222A,八里堡,朝阳,120.4176,41.5648,25.0
2223A,农业园区,朝阳,120.3806,41.5969,14.0
2225A,一商场,四平,124.4002,43.1713,24.0
2226A,境园,四平,124.388,43.193,17.0
2227A,环保局,辽源,125.1358,42.8845,22.0
2229A,光明,通化,125.9358,41.7173,13.0
2230A,铁路,通化,125.9446,41.7325,18.0
2231A,喜丰,白山,126.4219,41.9171,14.0
2232A,环保局,白山,126.4077,41.9419,7.0
2233A,江南,松原,124.8006,45.1214,34.0
2234A,江北,松原,124.7965,45.1722,17.0
2235A,洮北区环保局,白城,122.7911,45.6077,24.0
2236A,市环保局,白城,122.8738,45.5725,28.0
2237A,妇幼医院,延边朝鲜族自治州,129.47,42.8883,17.0
2238A,延边医院,延边朝鲜族自治州,129.5055,42.9108,16.0
2239A,朝阳川镇医院,延边朝鲜族自治州,129.3964,42.8881,18.0
2240A,环保局,鸡西,130.9762,45.3001,29.0
2243A,第一中学,鸡西,130.9429,45.3039,22.0
2244A,哈啤分公司,鹤岗,130.2537,47.3416,16.0
2245A,斯达机电,鹤岗,130.2684,47.3086,20.0
2246A,东山纸板厂,鹤岗,130.3114,47.3388,21.0
2247A,五号水库(对照点),鹤岗,130.1097,47.3382,14.0
2248A,双合村,双鸭山,131.1511,46.6937,22.0
2249A,南小市,双鸭山,131.1652,46.6191,27.0
2250A,环保局,双鸭山,131.1524,46.6554,14.0
2251A,苗圃(对照点),双鸭山,131.12,46.5656,23.0
2252A,环保局,伊春,128.5159,47.4311,22.0
2253A,电力嘉园,伊春,128.9102,47.7412,17.0
2254A,汤旺河国家公园(对照点),伊春,129.5029,48.471,5.0
2255A,佳纺,佳木斯,130.2751,46.8028,26.0
2256A,发电厂,佳木斯,130.3995,46.8307,23.0
2257A,环保局,佳木斯,130.3258,46.7975,21.0
2258A,十一中,佳木斯,130.3648,46.8032,28.0
2259A,四丰(对照点),佳木斯,130.3794,46.7588,15.0
2262A,新一中(对照点),七台河,131.0518,45.8751,3.0
2263A,交通局,黑河,127.4833,50.2524,16.0
2264A,环保局,黑河,127.5144,50.2341,21.0
2265A,大黑河岛(对照点),黑河,127.5291,50.2472,41.0
2266A,人和东街,绥化,126.9785,46.6365,23.0
2267A,党政办公中心,绥化,126.964,46.6528,22.0
2269A,科技局,大兴安岭地区,124.1069,50.4097,15.0
2270A,工人疗养院,蚌埠,117.396,32.939,23.0
2271A,百货大楼,蚌埠,117.3605,32.9427,34.0
2273A,蚌埠学院,蚌埠,117.4185,32.8911,29.0
2274A,淮上区政府,蚌埠,117.3533,32.9673,24.0
2275A,高新区,蚌埠,117.3145,32.8977,27.0
2277A,潘集区政府,淮南,116.8305,32.7727,23.0
2278A,师范学院,淮南,117.0067,32.6524,13.0
2279A,谢家集区政府,淮南,116.8569,32.5951,14.0
2280A,八公山区政府,淮南,116.8281,32.633,14.0
2281A,焦岗湖风景区管理处(对照点),淮南,116.6325,32.6201,17.0
2282A,监测站,淮北,116.8004,33.975,26.0
2283A,烈山区政府,淮北,116.8091,33.9007,35.0
2284A,职业技术学院,淮北,116.7856,33.9477,25.0
2285A,市第四中学,铜陵,117.8177,30.9412,38.0
2286A,市公路局,铜陵,117.8059,30.9273,35.0
2287A,市新民污水厂,铜陵,117.7807,30.9413,43.0
2288A,市第九中学,铜陵,117.7439,30.8792,54.0
2289A,车站新区,铜陵,117.846,30.9413,61.0
2290A,市职教基地,铜陵,117.8483,30.97,25.0
2291A,环科院,安庆,117.0809,30.5177,37.0
2292A,马山宾馆,安庆,117.0331,30.5119,38.0
2294A,安庆大学,安庆,116.9896,30.6145,33.0
2295A,延安路89号,黄山,118.2903,29.6963,23.0
2296A,黄山东路89号,黄山,118.327,29.7178,68.0
2297A,黄山区政府5号楼,黄山,118.1371,30.2756,35.0
2298A,老年大学,滁州,118.3093,32.3153,41.0
2299A,人大宾馆,滁州,118.3244,32.2786,52.0
2301A,市监测站,阜阳,115.8277,32.8929,26.0
2303A,开发区,阜阳,115.8554,32.8605,22.0
2307A,监测大楼,六安,116.5079,31.737,14.0
2308A,皖西学院,六安,116.4738,31.7643,18.0
2309A,朝阳厂,六安,116.4996,31.7905,19.0
2310A,开发区,六安,116.5567,31.7886,18.0
2311A,污水处理厂,亳州,115.8072,33.8399,30.0
2312A,三国揽胜宫,亳州,115.7789,33.8518,32.0
2314A,池州学院,池州,117.47,30.6618,46.0
2316A,鳌峰子站,宣城,118.7581,30.9454,65.0
2317A,敬亭山子站,宣城,118.7385,30.9743,57.0
2318A,开发区子站,宣城,118.7173,30.9427,61.0
2319A,荔城区仓后路,莆田,119.0141,25.4325,16.0
2320A,莆田市监测站,莆田,119.0015,25.4553,20.0
2321A,涵江区六中,莆田,119.1119,25.4561,18.0
2322A,秀屿区政府,莆田,119.1013,25.3215,21.0
2323A,东圳水库(对照点),莆田,118.981,25.4792,14.0
2324A,三钢,三明,117.6211,26.2625,26.0
2325A,三明二中,三明,117.635,26.2714,26.0
2326A,三元区政府,三明,117.6028,26.2378,31.0
2327A,洋溪(对照点),三明,117.7275,26.3108,21.0
2331A,茫荡山(对照点),南平,118.0966,26.6761,33.0
2332A,南平市监测站,南平,118.1681,26.6369,22.0
2333A,南平铝业有限公司,南平,118.1825,26.6489,29.0
2334A,南平七中,南平,118.1756,26.6272,32.0
2335A,龙岩师专(对照点),龙岩,117.0189,25.1181,26.0
2336A,龙岩市监测站,龙岩,117.0217,25.1033,34.0
2338A,龙岩学院,龙岩,117.0196,25.0306,32.0
2339A,金涵水库(对照点),宁德,119.5001,26.6946,4.0
2341A,宁德市监测站,宁德,119.5388,26.6612,20.0
2342A,王港中学(对照点),景德镇,117.3102,29.3867,28.0
2343A,老干部活动中心,景德镇,117.2117,29.2933,31.0
2344A,兽医站,景德镇,117.1894,29.2789,34.0
2345A,台达陶瓷,景德镇,117.1547,29.2617,29.0
2346A,陶研所,景德镇,117.2461,29.2956,29.0
2347A,武功山(对照点),萍乡,114.0997,27.5002,17.0
2348A,中医院,萍乡,113.8385,27.6434,68.0
2349A,市政府车库,萍乡,113.8493,27.6253,44.0
2350A,市环保局,萍乡,113.8676,27.6435,57.0
2351A,安源区政府,萍乡,113.866,27.6198,44.0
2352A,北岗(对照点),新余,115.0861,27.9317,38.0
2353A,飞宇,新余,114.9886,27.8431,30.0
2354A,第二水厂,新余,114.9231,27.8246,34.0
2355A,市气象局,新余,114.9308,27.8036,36.0
2357A,龙虎山(对照点),鹰潭,116.9822,28.1136,32.0
2358A,新监测站,鹰潭,117.0564,28.2642,27.0
2359A,财苑宾馆,鹰潭,117.0311,28.2475,24.0
2360A,体育馆,鹰潭,117.0222,28.2264,31.0
2361A,三川水表,鹰潭,117.0017,28.2131,34.0
2362A,通天岩(对照点),赣州,114.9017,25.9149,34.0
2363A,地委,赣州,114.9367,25.8664,41.0
2364A,气象台,赣州,114.9461,25.8481,36.0
2365A,市图书馆,赣州,114.9322,25.8333,36.0
2366A,华坚鞋城,赣州,114.8905,25.8471,29.0
2367A,红声器材厂,吉安,114.9754,27.0803,51.0
2368A,市森林工业局,吉安,114.9658,27.0999,49.0
2369A,市环境监测站,吉安,114.99,27.1312,43.0
2370A,青原区法院,吉安,115.0093,27.0968,42.0
2371A,槟榔水业(对照点),宜春,114.3408,27.8064,30.0
2373A,市石油公司,宜春,114.3956,27.7844,32.0
2374A,市气象局,宜春,114.3703,27.7914,40.0
2375A,市广电局,宜春,114.4013,27.8074,37.0
2376A,桐源党溪(对照点),抚州,116.2127,28.0814,34.0
2377A,市站,抚州,116.3544,27.9831,35.0
2378A,血防站,抚州,116.3565,27.963,33.0
2379A,采茶剧团,抚州,116.3564,28.0007,12.0
2380A,医学分院,抚州,116.385,27.9647,30.0
2381A,百草园(对照点),上饶,118.005,28.4572,44.0
2382A,市监测站,上饶,117.9756,28.4436,43.0
2383A,凤凰光学,上饶,117.9519,28.4628,56.0
2385A,市监测站,鹤壁,114.17,35.9019,21.0
2386A,市交警支队,鹤壁,114.2956,35.7511,13.0
2387A,迎宾馆,鹤壁,114.2878,35.7306,13.0
2389A,环保西院,新乡,113.836,35.311,27.0
2390A,开发区,新乡,113.884,35.272,22.0
2391A,环保东院,新乡,113.883,35.303,27.0
2392A,环保局,濮阳,115.0312,35.7636,26.0
2394A,油田运输公司,濮阳,115.0574,35.7609,24.0
2395A,油田物探公司,濮阳,115.0866,35.7754,17.0
2396A,监测站,许昌,113.8276,34.0159,31.0
2398A,开发区,许昌,113.7906,33.9953,30.0
2399A,三五一五工厂,漯河,114.051,33.5699,34.0
2400A,漯河大学,漯河,114.0055,33.5698,25.0
2401A,市水利局,漯河,114.0138,33.5828,28.0
2402A,市广电局,漯河,114.0261,33.5698,30.0
2403A,环保局,南阳,112.5192,32.9917,31.0
2404A,瓦房庄,南阳,112.5339,33.0086,27.0
2405A,汉画馆,南阳,112.5003,32.9735,27.0
2406A,气象站,南阳,112.5779,33.0144,27.0
2407A,理工学院,南阳,112.548,32.9692,30.0
2408A,环境监测站,商丘,115.6702,34.4285,42.0
2409A,粮食局,商丘,115.6458,34.4045,34.0
2410A,睢阳区环保局,商丘,115.6293,34.3948,34.0
2420A,市一纸厂,驻马店,114.0189,32.9656,33.0
2421A,市彩印厂,驻马店,114.0114,33.015,27.0
2422A,天方二分厂,驻马店,113.9976,32.9771,25.0
2423A,沈家营,黄石,115.0601,30.2313,20.0
2424A,陈家湾,黄石,115.0817,30.2006,28.0
2426A,铁山,黄石,114.8988,30.2019,33.0
2427A,团城山,黄石,115.0307,30.2092,28.0
2428A,武当山(对照点),十堰,111.0419,32.395,33.0
2429A,滨河新村,十堰,110.78,32.6494,30.0
2430A,刘家沟,十堰,110.7258,32.6389,30.0
2431A,铁二处,十堰,110.8839,32.5714,29.0
2432A,襄城运动路,襄阳,112.155,32.0197,32.0
2433A,樊城新华路,襄阳,112.1392,32.0564,42.0
2434A,高新管委会,襄阳,112.1825,32.1142,41.0
2435A,襄州航空路,襄阳,112.2106,32.0903,24.0
2436A,市政府,鄂州,114.8938,30.3994,24.0
2437A,赵家坝,鄂州,114.8989,30.3714,30.0
2439A,竹园小学,荆门,112.2014,31.0481,28.0
2440A,掇刀,荆门,112.1969,30.9891,36.0
2441A,石化一小,荆门,112.2213,31.0386,12.0
2443A,文化路,孝感,113.9153,30.9285,41.0
2444A,东城区,孝感,113.942,30.9075,48.0
2446A,职工中心,黄冈,114.9028,30.4742,24.0
2447A,森林公园(对照点),咸宁,114.3175,29.8142,39.0
2449A,咸安区政府,咸宁,114.2936,29.8566,45.0
2451A,市委党校,随州,113.3583,31.7275,24.0
2452A,市林业局,随州,113.3833,31.6908,23.0
2453A,市立交桥水厂,随州,113.3983,31.7308,22.0
2454A,湖北民院,恩施土家族苗族自治州,109.4978,30.2981,18.0
2455A,州电力总公司,恩施土家族苗族自治州,109.4707,30.2798,10.0
2456A,原169医院(对照点),衡阳,112.5003,26.9167,56.0
2457A,衡阳化工总厂,衡阳,112.6194,26.9258,63.0
2459A,市委党校,衡阳,112.6197,26.8733,52.0
2460A,市监测站,衡阳,112.6006,26.8919,46.0
2462A,市水土所(对照点),邵阳,111.5239,27.3033,40.0
2463A,市一中,邵阳,111.4733,27.2317,19.0
2464A,市化工厂,邵阳,111.5283,27.2442,30.0
2465A,市罐头厂,邵阳,111.4503,27.2537,20.0
2466A,市环保局,邵阳,111.4328,27.2272,26.0
2467A,甘溪港(对照点),益阳,112.4067,28.6428,16.0
2468A,市环保局,益阳,112.3458,28.5808,24.0
2469A,市特殊教育学校,益阳,112.3437,28.5531,34.0
2470A,资阳区政务中心,益阳,112.3347,28.6047,10.0
2471A,赫山环保分局,益阳,112.3744,28.5819,20.0
2472A,马头岭(对照点),郴州,113.0073,25.9061,81.0
2473A,市职中,郴州,113.0116,25.8226,83.0
2474A,兴隆步行街,郴州,113.0161,25.8001,102.0
2475A,市审计局,郴州,113.0383,25.8071,87.0
2476A,市环保局,郴州,113.0348,25.7759,89.0
2477A,零陵南津渡(对照点),永州,111.6217,26.2081,79.0
2478A,市环境监测站,永州,111.6156,26.4214,77.0
2479A,零陵区环保局,永州,111.6236,26.2331,84.0
2480A,永州市环保局,永州,111.5992,26.4364,83.0
2481A,冷水滩区环保局,永州,111.5989,26.4519,65.0
