s_id,loc_name,city,lon,lat,value
2482A,林科所(对照点),怀化,109.5981,27.5721,9.0
2483A,河西地税局,怀化,109.9453,27.5444,18.0
2484A,市四医院,怀化,109.9781,27.5342,20.0
2485A,监测楼,怀化,109.9972,27.5578,12.0
2486A,市委党校,怀化,110.0394,27.583,28.0
2487A,电视发射台(对照点),娄底,111.9589,27.8901,16.0
2488A,市监测站,娄底,111.9975,27.725,23.0
2489A,市委党校,娄底,112.0194,27.7314,22.0
2490A,涟钢,娄底,111.9561,27.7569,27.0
2491A,市政府,娄底,111.9892,27.7044,21.0
2492A,跃进水库(对照点),湘西州,109.6414,28.2558,13.0
2493A,州政府,湘西州,109.7325,28.3169,15.0
2494A,吉首市计生局,湘西州,109.6958,28.2675,10.0
2495A,市逸夫小学,梧州,111.3014,23.4832,45.0
2496A,市十一中,梧州,111.3239,23.4794,38.0
2497A,龙圩,梧州,111.247,23.4189,57.0
2498A,龙新,梧州,111.2711,23.4835,46.0
2499A,沙万,防城港,108.3411,21.6158,16.0
2500A,防城档案局,防城港,108.3514,21.7731,17.0
2501A,大海花园,防城港,108.3506,21.6414,9.0
2502A,市环保站,钦州,108.6236,21.9667,12.0
2503A,沙埠小学,钦州,108.6549,21.9481,21.0
2504A,港区一小,钦州,108.5989,21.7431,21.0
2505A,德智高中(对照点),贵港,109.568,23.1478,26.0
2506A,江南子站,贵港,109.6047,23.0666,23.0
2507A,贵城子站,贵港,109.6014,23.0948,28.0
2508A,荷城子站,贵港,109.5669,23.1065,27.0
2509A,寒山水库(对照点),玉林,110.1106,22.7019,39.0
2510A,市监测站,玉林,110.1675,22.6411,43.0
2511A,南江一中,玉林,110.1433,22.6164,45.0
2512A,市监测站,百色,106.6103,23.9011,32.0
2513A,市中心血站,百色,106.6538,23.8859,44.0
2514A,环保小区,贺州,111.5264,24.4172,40.0
2515A,政协大楼,贺州,111.5608,24.4078,42.0
2516A,东仁乐园(对照点),河池,108.2011,24.715,7.0
2517A,市环保站,河池,108.0497,24.6947,1.0
2518A,市疾控中心,河池,108.0983,24.6989,7.0
2519A,来宾二中,来宾,109.2328,23.7361,37.0
2520A,来宾技工学校,来宾,109.2203,23.7256,39.0
2521A,市环保局江州分局,崇左,107.3476,22.4136,31.0
2522A,城南新区,崇左,107.3702,22.3707,40.0
2523A,黑石坡(对照点),广元,105.8945,32.4535,23.0
2524A,老城,广元,105.821,32.4444,27.0
2526A,监测站,广元,105.8628,32.4287,21.0
2527A,石溪浩(对照点),遂宁,105.5453,30.5678,18.0
2528A,市监测站,遂宁,105.5582,30.5232,16.0
2529A,行政中心,遂宁,105.5861,30.5366,12.0
2530A,美宁食品公司,遂宁,105.5918,30.4728,18.0
2531A,市监测站,内江,105.0703,29.61,30.0
2532A,东兴区政府,内江,105.0717,29.5947,16.0
2533A,内江二中,内江,105.0653,29.5817,27.0
2534A,内江日报社,内江,105.0406,29.5822,14.0
2535A,花湖湾(对照点),乐山,103.7723,29.5462,35.0
2536A,牛耳桥,乐山,103.7627,29.5844,12.0
2537A,市第三水厂,乐山,103.7508,29.6006,27.0
2538A,市监测站,乐山,103.7571,29.5664,26.0
2539A,黑龙滩水库(对照点),眉山,104.0308,30.0478,6.0
2540A,气象局,眉山,103.8416,30.0874,24.0
2544A,市委,广安,106.6303,30.4576,12.0
2545A,友谊中学,广安,106.6271,30.4663,18.0
2547A,广电花园,广安,106.6388,30.4551,23.0
2548A,达州职业技术学院(对照点),达州,107.5277,31.2827,15.0
2549A,市环境监测站,达州,107.5086,31.2186,20.0
2550A,凤凰小区,达州,107.4988,31.2132,17.0
2551A,达县机关宾馆,达州,107.5082,31.1986,22.0
2552A,市政中心,达州,107.4644,31.2124,22.0
2554A,建安厂,雅安,103.0475,30.02,14.0
2555A,市政府,雅安,103.0111,29.9833,14.0
2556A,川农大,雅安,102.9905,29.9775,12.0
2561A,莲花山(对照点),资阳,104.6617,30.1372,25.0
2562A,资阳中学,资阳,104.6356,30.1506,18.0
2563A,四三一厂,资阳,104.6295,30.1383,28.0
2564A,师范校,资阳,104.6463,30.1146,19.0
2565A,区法院,资阳,104.6296,30.1256,41.0
2566A,州农科所(对照点),阿坝藏族羌族自治州,102.1879,31.914,16.0
2567A,州监测站,阿坝藏族羌族自治州,102.224,31.9037,9.0
2568A,马师校,阿坝藏族羌族自治州,102.2502,31.8896,8.0
2570A,水桥子,甘孜藏族自治州,101.9603,30.0475,14.0
2571A,青龙寺(对照点),凉山彝族自治州,102.3431,27.8099,9.0
2572A,邛海宾馆,凉山彝族自治州,102.2721,27.8415,9.0
2573A,西昌市政府,凉山彝族自治州,102.2625,27.898,18.0
2574A,凉山州政府,凉山彝族自治州,102.2685,27.8851,7.0
2575A,长安,凉山彝族自治州,102.237,27.8914,9.0
2576A,窑上(对照点),六盘水,104.8,26.5892,12.0
2577A,黄土坡,六盘水,104.83,26.5917,9.0
2578A,水钢,六盘水,104.89,26.5939,15.0
2579A,民中,六盘水,104.8475,26.5894,7.0
2580A,双水,六盘水,104.9544,26.5506,24.0
2585A,铜仁卫校,铜仁地区,109.1839,27.7344,7.0
2586A,铜仁七中,铜仁地区,109.1753,27.6944,6.0
2587A,八中,毕节,105.2864,27.3125,14.0
2588A,师专,毕节,105.31,27.2944,27.0
2589A,场坝街,黔西南布依族苗族自治州,104.9022,25.0925,4.0
2590A,坪东大道,黔西南布依族苗族自治州,104.8811,25.0992,11.0
2591A,市环境监测站,黔东南苗族侗族自治州,107.9783,26.5747,14.0
2593A,小围寨,黔南布依族苗族自治州,107.5228,26.2403,9.0
2594A,市环境监测站,保山,99.1678,25.1081,9.0
2595A,市环保局,保山,99.1711,25.1328,14.0
2596A,监测站,昭通,103.7667,27.3736,16.0
2597A,环保局,昭通,103.7225,27.3361,15.0
2598A,西南郊(对照点),丽江,100.2143,26.8576,12.0
2599A,丽江古城,丽江,100.2497,26.8802,21.0
2600A,市中心,丽江,100.2203,26.8906,20.0
2601A,市环保局,普洱,100.98,22.7633,14.0
2602A,普洱第二中学,普洱,100.9817,22.8322,17.0
2603A,市环保局,临沧,100.0781,23.8982,51.0
2604A,市气象局,临沧,100.0894,23.8822,31.0
2605A,州环境监测站,楚雄州,101.5482,25.0441,38.0
2606A,市经济开发区,楚雄州,101.538,25.0492,37.0
2608A,污水处理厂,红河州,103.3772,23.3993,18.0
2609A,监测站,红河州,103.3861,23.35,21.0
2610A,州水务局,文山州,104.2533,23.3594,22.0
2611A,市便民服务中心,文山州,104.2319,23.3892,34.0
2612A,景洪市江南,西双版纳州,100.7939,22.0019,27.0
2613A,景洪市江北,西双版纳州,100.8017,22.0225,12.0
2614A,大理市环境监测站,大理州,100.1542,25.7054,29.0
2615A,大理古城,大理州,100.2171,25.5811,14.0
2616A,德宏州监测站,德宏州,98.5842,24.428,41.0
2618A,州监测站,怒江州,98.8601,25.8567,29.0
2619A,泸水一中,怒江州,98.8546,25.8417,28.0
2621A,迪庆州站,迪庆州,99.7056,27.8317,17.0
2624A,山南监测站,山南,91.7608,29.2313,13.0
2625A,山南人民医院,山南,91.7706,29.2436,17.0
2626A,日喀则监测站,日喀则,88.8876,29.2718,7.0
2628A,那曲监测站,那曲地区,92.0657,31.4846,11.0
2630A,阿里监测站,阿里地区,80.1161,32.5,9.0
2633A,林芝人民医院,林芝,94.3616,29.6616,4.0
2634A,汉川机床厂子校(对照点),汉中,106.9893,33.1842,18.0
2635A,市监测站,汉中,107.0154,33.0706,98.0
2636A,鑫源开发区,汉中,107.0089,33.1138,39.0
2637A,南郑大河坎水厂,汉中,107.007,33.0323,51.0
2638A,红石峡森林公园(对照点),榆林,109.7414,38.3344,48.0
2639A,世纪广场,榆林,109.7456,38.2911,30.0
2640A,实验中学,榆林,109.7289,38.2839,31.0
2641A,环保监测大楼,榆林,109.7336,38.2478,28.0
2642A,香溪洞(对照点),安康,109.0318,32.6537,16.0
2643A,安康市监测站,安康,109.0281,32.6939,21.0
2644A,汉滨区检察院,安康,109.0072,32.6975,16.0
2645A,监测站,商洛,109.9154,33.8715,22.0
2647A,第三小学,白银,104.1724,36.5446,34.0
2648A,动力公司,白银,104.1465,36.5482,19.0
2650A,公园小学,天水,105.7205,34.5786,17.0
2651A,麦积国土局,天水,105.8945,34.5538,23.0
2652A,监测站,武威,102.6201,37.9251,28.0
2654A,润泉湖,张掖,100.4698,38.9524,35.0
2655A,区工会,张掖,100.4154,38.9422,23.0
2656A,聚贤嘉苑,平凉,106.6692,35.5461,20.0
2657A,博物馆,平凉,106.7021,35.5307,25.0
2658A,仓门街子站,酒泉,98.5061,39.7443,37.0
2659A,油田生活基地,酒泉,98.4989,39.7256,45.0
2661A,庆阳五中,庆阳,107.6325,35.7357,29.0
2662A,市环保局,庆阳,107.6364,35.7067,21.0
2663A,东关小学,定西,104.6241,35.5734,39.0
2664A,供电公司,定西,104.6194,35.5934,44.0
2667A,环保局,临夏回族自治州,103.2069,35.5993,22.0
2668A,建设大厦,临夏回族自治州,103.2417,35.6057,31.0
2669A,州政府,甘南州,102.9099,34.9841,28.0
2671A,海晏县西海镇,海北藏族自治州,100.9048,36.9639,18.0
2672A,同仁县隆务镇,黄南藏族自治州,102.0199,35.5102,21.0
2673A,共和县恰卜恰镇,海南藏族自治州,100.6188,36.2866,31.0
2674A,玛沁县大武镇,果洛藏族自治州,100.2561,34.4714,22.0
2675A,玉树县结古镇,玉树藏族自治州,97,33.0014,7.0
2677A,教育园区,吴忠,106.1532,37.9648,19.0
2679A,新区二泵站,吴忠,106.1856,37.9956,14.0
2680A,沙坡头消防站(对照点),中卫,105.0025,37.4635,28.0
2682A,环保局站,中卫,105.1971,37.5002,28.0
2683A,马园(对照点),固原,106.2319,36.1417,25.0
2684A,监测站,固原,106.2792,36.0022,24.0
2685A,新区,固原,106.2375,36.0211,29.0
2686A,市环保局,吐鲁番地区,89.1904,42.9418,24.0
2687A,地区环保局,吐鲁番地区,89.1673,42.9559,39.0
2688A,地区监测站,哈密地区,93.5128,42.8172,12.0
2689A,哈密师范学校,哈密地区,93.4961,42.8328,23.0
2690A,天山天池(对照点),昌吉州,88.1236,43.8886,15.0
2692A,新区政务中心,昌吉州,87.2717,44.0297,26.0
2693A,市党校,博尔塔拉蒙古自治州,82.0485,44.8556,13.0
2694A,市环保局,博尔塔拉蒙古自治州,82.0806,44.8969,11.0
2695A,电视台,阿克苏地区,80.292,41.1694,14.0
2696A,艺术中心,阿克苏地区,80.2613,41.1551,29.0
2697A,市人民政府,克孜勒苏柯尔克孜自治州,76.1454,39.7142,10.0
2698A,巡警大队,喀什地区,76.0072,39.4467,20.0
2699A,吾办,喀什地区,75.9755,39.4694,36.0
2703A,市环保局,伊犁哈萨克州,81.2815,43.9404,17.0
2704A,新政府片区,伊犁哈萨克州,81.2996,43.9174,12.0
2705A,第二水厂,伊犁哈萨克州,81.3364,43.941,28.0
2706A,东门外小游园,塔城地区,82.9994,46.7432,10.0
2708A,市站,阿勒泰地区,88.1264,47.8517,16.0
2709A,艾青诗歌馆,石河子,86.0497,44.2967,33.0
2711A,农水大厦,五家渠,87.5475,44.1756,70.0
2835A,四十中小,攀枝花,101.7227,26.567,22.0
2842A,湖里中学,厦门,118.0936,24.5058,23.0
2845A,德盛苑,长治,113.1569,36.1911,12.0
2846A,体育西,广州,113.3221,23.1322,42.0
2858A,河西一经路,天津,117.7918,39.2474,63.0
2859A,津沽路,天津,117.3747,38.9846,28.0
2860A,宾水西道,天津,117.1589,39.0845,34.0
2862A,22中南校区,石家庄,114.5481,38.0378,33.0
2865A,榆次三中,晋中,112.7195,37.6828,20.0
2867A,马茂庄小学,吕梁,111.1283,37.51,28.0
2868A,九站,吉林,126.4739,43.953,24.0
2869A,五台山医院,扬州,119.447,32.4155,71.0
2870A,市疾控中心,镇江,119.4424,32.1873,63.0
2871A,万里国际学校,宁波,121.6147,29.9017,23.0
2872A,南湖区残联,嘉兴,120.7846,30.7525,35.0
2873A,仁皇山新区,湖州,120.0875,30.8955,38.0
2875A,阜阳职业技术学院,阜阳,115.784,32.8892,18.0
2877A,坊子邮政,潍坊,119.1641,36.6523,36.0
2878A,聊大东校,聊城,116.0072,36.4343,16.0
2880A,大石西路,成都,104.0219,30.6558,28.0
2881A,凯里学院,黔东南苗族侗族自治州,107.8908,26.5311,10.0
2882A,玉溪一中,玉溪,102.5389,24.3703,35.0
2883A,文体中心,玉溪,102.5381,24.3389,16.0
2884A,酒钢宾馆,嘉峪关,98.2672,39.7978,39.0
2885A,滨江中学,陇南,104.9339,33.3826,22.0
2894A,经济技术开发区消防队,淮南,117.0566,32.6531,11.0
2897A,沈辽西路,沈阳,123.2444,41.7347,35.0
2900A,裕农路,沈阳,123.5953,41.9086,23.0
2902A,北辰小学,广安,106.6351,30.4865,12.0
2907A,吴兴区站,湖州,120.1844,30.8596,45.0
2914A,苏山坪(对照点),巴中,106.7677,31.8794,30.0
2919A,河北工业大学,廊坊,116.7022,39.5453,66.0
2920A,蓝田镇,漳州,117.7116,24.506,15.0
2921A,树下王站,绍兴,120.5483,30.0003,87.0
2922A,大理道,天津,117.1941,39.1067,31.0
2924A,水乡路,银川,106.2266,38.4418,19.0
2925A,上海东路,银川,106.2757,38.4842,23.0
2926A,文昌北街,银川,106.1015,38.497,23.0
2929A,红卫路,黄冈,114.8858,30.4519,25.0
2996A,市供电局,宿迁,118.283,33.965,46.0
2997A,王营,泰州,119.8767,32.3289,56.0
3000A,德源药业,连云港,119.3581,34.6972,66.0
3002A,行政中心,常州,119.9805,31.8174,83.0
3003A,经开区,常州,120.0522,31.7748,44.0
3004A,宝龙广场,盐城,120.1544,33.3663,48.0
3005A,鼓楼区政府,徐州,117.1814,34.29,19.0
3006A,铜山区招生办,徐州,117.1694,34.1781,27.0
3007A,新城一中,连云港,119.178,34.844,66.0
3008A,胡沟管理处,连云港,119.3608,34.7519,56.0
3009A,矿山设计院,连云港,119.1478,34.5911,66.0
3010A,钟楼,常州,119.9025,31.7964,54.0
3012A,西山林语,荆门,112.1849,31.0362,31.0
3014A,歇台子,重庆,106.4958,29.5346,36.0
3015A,龙井湾,重庆,106.4037,29.5728,28.0
3016A,龙洲湾,重庆,106.5507,29.4153,13.0
3018A,唐尧大酒店,临汾,111.505,36.1014,30.0
3020A,中山北路,天津,117.2101,39.1699,56.0
3021A,濮水河管理处,濮阳,115,35.7668,27.0
3025A,技师学院,清远,113.0477,23.6344,44.0
3026A,市政府,潮州,116.6183,23.6608,24.0
3027A,青杠林路,自贡,104.72,29.3427,13.0
3028A,檀木林体育馆,自贡,104.776,29.3627,17.0
3033A,培训基地,乌鲁木齐,87.4651,43.4569,1.0
3034A,光明街小学,乌兰察布,113.1076,41.0385,16.0
3035A,北滨河,兴安盟,122.0931,46.0707,35.0
3036A,开发区管委会,东营,118.6904,37.4338,24.0
3038A,州图书馆,红河州,103.3758,23.368,31.0
3039A,三门峡市第一小学,三门峡,111.1911,34.7829,24.0
3045A,商州区中学,商洛,109.9643,33.8471,17.0
3046A,机电学校,南昌,115.9084,28.6062,50.0
3048A,九龙,福州,119.5799,26.0936,24.0
3051A,西四道,天津,117.3876,39.1488,36.0
3054A,市委党校,新乡,113.9194,35.2847,24.0
3055A,城北区政府,西宁,101.7775,36.6428,26.0
3057A,牟平检察院,烟台,121.5992,37.4014,24.0
3058A,银河街,赤峰,119.2658,42.0353,29.0
3059A,泰兴公司,济南,117.7161,36.2049,38.0
3061A,国华电力东,呼伦贝尔,119.7512,49.1577,19.0
3064A,莱芜战役纪念馆,济南,117.6867,36.2171,22.0
3065A,州环保局,甘孜藏族自治州,101.9533,29.9972,1.0
3066A,九衢泉纯净水厂,德州,116.2721,37.4379,12.0
3122A,伍家关(对照点),安顺,105.9606,26.2611,18.0
3123A,凤凰山,安顺,105.9408,26.2431,26.0
3124A,金钟山,安顺,105.9439,26.2564,17.0
3125A,娄家坡,安顺,105.8983,26.2481,25.0
3128A,那曲会议中心,那曲地区,92.0506,31.4797,9.0
3131A,烟厂,张家口,114.879,40.7993,8.0
3132A,文明里,秦皇岛,119.610547,39.943889,34.0
3133A,上清寺,重庆,106.5468,29.5654,34.0
3134A,市一中,许昌,113.8172,34.0339,24.0
3136A,龙泉驿区区政府,成都,104.2725,30.5589,22.0
3137A,市委党校,眉山,103.8578,30.0744,29.0
3138A,武陵区永安,常德,111.7153,29.0289,22.0
3139A,鼎城区玉霞,常德,111.6892,28.9881,16.0
3140A,武陵区长庚,常德,111.6625,29.0531,3.0
3141A,信访局,安阳,114.3922,36.0878,18.0
3147A,龙亭公园,开封,114.3438,34.8106,45.0
3148A,区人社局,眉山,103.8291,30.0564,9.0
3149A,笔架山北路,黄石,115.0235,30.1578,26.0
3151A,宜春学院北校区,宜春,114.375,27.8097,29.0
3153A,民族大道182号,武汉,114.3877,30.4908,30.0
3164A,广陵建设局,扬州,119.4686,32.3942,63.0
3165A,两寺渡,咸阳,108.6594,34.2969,25.0
3169A,太极体育中心,焦作,113.2725,35.2071,19.0
3171A,梁园区档案局,商丘,115.6071,34.4465,37.0
3173A,市人大,安庆,117.0598,30.5351,22.0
3178A,潍坊七中,潍坊,119.0587,36.721,37.0
3179A,官渡区博物馆,昆明,102.7494,25.0119,24.0
3180A,质量技术监督局,迪庆州,99.7136,27.8094,8.0
3182A,丽阳花园,巴中,106.7656,31.8545,32.0
3183A,圣泉水务公司,巴中,106.7418,31.8654,52.0
3185A,巨轮,太原,112.5628,37.8964,38.0
3186A,教育港,兰州,103.7158,36.1058,34.0
3187A,远航博物馆,宿州,116.9509,33.666,26.0
3188A,市城管局,衡水,115.6683,37.7217,15.0
3190A,外国语学校,九江,116.0254,29.6994,34.0
3191A,宿豫区政府,宿迁,118.3225,33.9447,51.0
3192A,阿里藏医院,阿里地区,80.0903,32.5028,8.0
3194A,管委会,荆州,112.2747,30.3122,29.0
3195A,市体育局,扬州,119.3633,32.3972,62.0
3200A,监控中心,聊城,115.9819,36.4978,12.0
3201A,东关招商场,武威,102.6486,37.9325,35.0
3204A,规划局,平顶山,113.3025,33.73,29.0
3206A,新钢沁园村,新余,114.9149,27.807,38.0
3207A,市政府原办公楼,滁州,118.3118,32.3038,41.0
3208A,市政府,忻州,112.7283,38.4153,23.0
3209A,宁德一中,宁德,119.5231,26.6562,15.0
3210A,汴京公园,开封,114.3644,34.7964,24.0
3216A,漳州党校,漳州,114.6622,24.5183,31.0
3237A,展览馆,池州,117.4918,30.6617,42.0
3239A,银鹰制药,辽源,125.0764,42.9078,31.0
3241A,百合公园,兰州,103.7439,36.0842,34.0
3242A,和平,兰州,103.9611,35.998,20.0
3245A,新区管委会,兰州新区,103.6633,36.533,83.0
3246A,舟曲中学,兰州新区,103.6975,36.4789,22.0
3247A,市总工会,陇南,104.955,33.371,9.0
3248A,雄关区,嘉峪关,98.2643,39.7724,33.0
3265A,宝山庙行,上海,121.4316,31.3322,35.0
3266A,崇明上实东滩,上海,121.8791,31.4662,33.0
3268A,嘉定南翔,上海,121.3162,31.2838,37.0
3269A,金山新城,上海,121.3359,30.7456,22.0
3270A,闵行浦江,上海,121.4996,31.0739,29.0
3271A,青浦徐泾,上海,121.2886,31.1663,35.0
3272A,松江图书馆,上海,121.2186,31.0378,34.0
3273A,长宁仙霞,上海,121.3902,31.2059,29.0
3274A,浦东惠南,上海,121.7965,31.0507,35.0
3281A,延庆夏都,北京,115.9718,40.4529,20.0
3282A,大同市卫生学校,大同,113.3397,40.0597,21.0
3283A,滨河大厦,包头,109.9154,40.5685,29.0
3284A,海北新区,乌海,106.813,39.7274,26.0
3285A,北京八中,乌兰察布,113.1376,40.9509,8.0
3286A,桥北物流园区,赤峰,118.9359,42.3147,25.0
3287A,富润路1号,镇江,119.3842,32.1976,79.0
3288A,大泉街道,徐州,117.4754,34.4422,34.0
3289A,方洲路,苏州,120.743,31.3188,39.0
3290A,木渎中学,苏州,120.5031,31.2774,21.0
3291A,通州监测站,南通,121.067,32.062,29.0
3293A,月亮广场,盐城,120.1501,33.3367,63.0
3294A,引江管理处,扬州,119.5653,32.4222,74.0
3295A,姜堰区政府广场,泰州,120.1259,32.5099,73.0
3298A,从化街口,广州,113.5717,23.5491,48.0
3299A,白云竹料,广州,113.3472,23.3692,58.0
3300A,白云嘉禾,广州,113.2981,23.237,42.0
3301A,黄埔科学城,广州,113.4256,23.1716,38.0
3302A,番禺大学城,广州,113.3942,23.0483,32.0
3303A,南沙黄阁,广州,113.4922,22.8168,19.0
3304A,南沙街,广州,113.5342,22.7896,22.0
3305A,莲花,深圳,114.0731,22.559,18.0
3306A,民治,深圳,114.0261,22.6198,26.0
3307A,横岗,深圳,114.1871,22.6451,18.0
3308A,金湾,珠海,113.3494,22.0569,9.0
3311A,江海富民,江门,113.1075,22.5647,15.0
3313A,高要湖西,肇庆,112.4575,23.0166,20.0
3314A,惠阳秋长,惠州,114.4338,22.8134,9.0
3315A,梅龙,梅州,116.1233,24.2991,19.0
3317A,两阳中学,阳江,111.9765,21.8947,13.0
3318A,清新太和,清远,112.9903,23.7403,29.0
3319A,万江金泰,东莞,113.7338,23.0381,20.0
3320A,曲溪,揭阳,116.403,23.5699,26.0
3323A,青少年活动中心,张家口,115.2773,40.9724,9.0
3324A,河北水利电力学院,沧州,116.8136,38.3004,26.0
3325A,雍阳西道,天津,117.0365,39.3828,60.0
3326A,辛老路,天津,117.0296,39.0605,33.0
3327A,地纬路,天津,116.9638,38.9375,19.0
3328A,市气象局,芜湖,118.4209,31.3707,54.0
3329A,山南新区,淮南,117.0108,32.5893,14.0
3330A,杜集区检察院,淮北,116.8873,33.9836,31.0
3331A,图书馆,滁州,118.3267,32.2634,36.0
3332A,亳州学院,亳州,115.7633,33.8034,32.0
3333A,第八中学,池州,117.5627,30.695,41.0
3334A,第十二中学,池州,117.5038,30.6243,37.0
3335A,马村街道办,焦作,113.3137,35.2641,24.0
3336A,焦作技师学院,焦作,113.2465,35.2373,20.0
3337A,许昌学院,许昌,113.8614,34.0442,26.0
3338A,芙蓉广场,许昌,113.843,34.0823,22.0
3339A,小管楼,驻马店,114.0012,33.0412,39.0
3340A,伊滨,洛阳,112.6005,34.6326,33.0
3341A,中移产业园,洛阳,112.4951,34.6332,20.0
3342A,中心小学,伊春,128.4741,47.4346,12.0
3343A,检察院,伊春,128.6871,47.7369,14.0
3344A,双子河社区,伊春,128.8431,47.8474,16.0
3345A,中波台,七台河,131.0577,45.7879,30.0
3346A,安康,重庆,108.3872,31.1628,13.0
3347A,北山路,重庆,105.9017,29.3569,10.0
3348A,春阳街,重庆,105.839,30.1946,4.0
3349A,人民东路,重庆,107.7983,30.6758,17.0
3350A,滩子口,重庆,106.6479,29.0244,28.0
3352A,桃源西路,重庆,107.0732,29.8617,25.0
3353A,迎宾大道,重庆,107.3535,29.7287,22.0
3354A,舟白,重庆,108.815,29.5081,22.0
3355A,周家坝,重庆,108.3679,30.8426,15.0
3356A,百安坝,重庆,108.4319,30.7555,20.0
3357A,金博路,成都,104.0106,30.6931,29.0
3358A,临江路,成都,103.8458,30.6994,15.0
3359A,华阳,成都,104.0578,30.5225,31.0
3360A,南湖救助站,自贡,104.7894,29.3194,14.0
3361A,理工大学,乐山,103.7311,29.5628,20.0
3362A,即墨2号,青岛,120.5014,36.4034,23.0
3363A,新区,淄博,117.9883,36.8372,17.0
3364A,市环保局,枣庄,117.3152,34.8103,17.0
3365A,垦利区民丰路,东营,118.5719,37.565,24.0
3366A,中国农业大学,烟台,121.5206,37.4336,22.0
3368A,高新实验学校,潍坊,119.1977,36.6872,31.0
3370A,十里堡居委,临沂,118.3564,35.0215,27.0
3371A,开发区人民医院,德州,116.3728,37.4403,16.0
3372A,太阳城中学,德州,116.3572,37.4094,16.0
3374A,定陶老年大学,菏泽,115.5564,35.0891,17.0
3375A,青年创业园,昆明,102.8017,24.8336,30.0
3376A,南苑二区,曲靖,103.7947,25.462,26.0
3377A,曲靖师范学院,曲靖,103.7444,25.5261,18.0
3378A,老边实验中学,营口,122.371,40.6771,32.0
3379A,鲅鱼圈市民活动中心,营口,122.1139,40.2278,30.0
3380A,甘肃民族师范学院,甘南州,102.8914,34.9617,12.0
3396A,襄城隆中路,襄阳,112.0828,32.0067,32.0
3397A,高新台子湾,襄阳,112.1214,32.1008,36.0
3398A,市林业局,黄冈,114.9136,30.4445,23.0
3399A,师范学院,衡阳,112.6703,26.882,53.0
3400A,龙潭自来水厂,北海,109.1911,21.4415,21.0
3401A,红星社区,南宁,108.4834,22.7618,20.0
3402A,市二中,柳州,109.5422,24.3996,60.0
3403A,创业大厦,桂林,110.1764,25.2381,70.0
3404A,北职校,钦州,108.5959,21.9633,23.0
3405A,新世纪学校,贵港,109.5886,23.1172,23.0
3406A,祈福高中,百色,106.6085,23.8798,42.0
3407A,秀洲住建,嘉兴,120.6916,30.7739,26.0
3408A,绍兴中专,绍兴,120.5683,29.9361,35.0
3409A,柯桥区政府,绍兴,120.4906,30.0861,52.0
3410A,重华小学,绍兴,120.8752,30.0249,23.0
3411A,上虞中学,绍兴,120.8369,30.0137,16.0
3413A,广丰区教体局,上饶,118.1953,28.4401,81.0
3414A,桑海产业园,赣江新区,115.8347,28.932,57.0
3415A,万载县环保局,宜春,114.4519,28.0828,37.0
3416A,潍坊学院,潍坊,119.1755,36.7149,35.0
3417A,平谷新城,北京,117.0709,40.1465,48.0
3418A,密云新城,北京,116.8336,40.4095,35.0
3419A,包头市委党校,包头,109.9447,40.6261,19.0
3421A,市委党校,乌兰察布,113.1775,40.9779,10.0
3422A,江宁彩虹桥,南京,118.8436,31.9198,53.0
3423A,溧水永阳,南京,119.0138,31.6494,52.0
3424A,高淳老职中,南京,118.879,31.3302,48.0
3425A,越秀幼儿园,苏州,120.624,31.1733,32.0
3426A,新华书店,淮安,118.8755,33.2894,77.0
3427A,六合雄州,南京,118.8554,32.3578,62.0
3428A,华庄,无锡,120.3142,31.4753,34.0
3429A,武进经发区,常州,119.8598,31.7066,52.0
3430A,金坛城区,常州,119.5826,31.7245,56.0
3431A,高铁新城,苏州,120.6505,31.416,30.0
3432A,环境教育馆,南通,120.9348,31.9883,26.0
3434A,工贸学校,连云港,119.2413,34.6539,85.0
3435A,周山河街区,泰州,119.9192,32.4322,54.0
3436A,大丰高级中学,盐城,120.4279,33.205,29.0
3437A,达坂城区环保局,乌鲁木齐,88.3118,43.3658,14.0
3438A,红光山片区,乌鲁木齐,87.6162,43.8801,3.0
3439A,新师大温泉校区,乌鲁木齐,87.7024,43.8004,16.0
3440A,大绿谷,乌鲁木齐,87.4921,43.8411,22.0
3441A,经开区管委会,五家渠,87.546,44.1912,29.0
3442A,南区管委会,石河子,86.047,44.2331,19.0
3443A,花都梯面,广州,113.2902,23.5544,28.0
3444A,潮南峡山,汕头,116.454,23.2684,13.0
3445A,从化良口,广州,113.7858,23.7478,22.0
3446A,增城荔城,广州,113.8051,23.2614,30.0
3447A,坪山,深圳,114.3551,22.7151,16.0
3448A,横琴,珠海,113.5433,22.1163,15.0
3449A,新会银湖,江门,113.05,22.4667,18.0
3450A,电白水东,茂名,111.01,21.5165,14.0
3451A,鼎湖凤凰,肇庆,112.5617,23.2083,23.0
3452A,大亚湾霞涌,惠州,114.6517,22.775,13.0
3453A,阳东陶然,阳江,112.0125,21.8749,14.0
3454A,中山南区,中山,113.3528,22.478,12.0
3455A,清城东城,清远,113.076,23.7198,39.0
3456A,鹿泉一中,石家庄,114.289,38.0906,24.0
3457A,冀东油田职工医院,唐山,118.4359,39.2762,119.0
3458A,香泉濮院小区,邯郸,114.7895,36.5593,25.0
3459A,地表水厂,衡水,115.5989,37.5491,16.0
3460A,北环路,天津,117.4067,40.0583,97.0
3461A,建设路,天津,117.3045,39.7169,41.0
3462A,滨水东路,天津,117.8199,39.3521,117.0
